objectid,cross2,notes,orderid,title,description,creator,location,date,dateCreated:start,dateCreated:end,type,content_type,format,subject,subject#0,subject#1,subject#2,subject#3,subject#4,subject#5,filename,customtext:LCHSObjectID,rights,location:placename/en2,locationCreated:placename,display_template,object_location,image_small,image_thumb
01-02-305,01-02-305,,,Carrier Delivering the Daily Idahonian,A young newspaper carrier delivering the Daily Idahonian to a local resident.,,"Moscow, Idaho",1950,1950,,Image;StillImage,PHOTOGRAPH,image/jpeg,Main Street; Carrier; Daily Idahonian; Residential; Downtown; Idaho,Main Street,Carrier,Daily Idahonian,Residential,Downtown,Idaho,01-02-305.jpg,01-02-305,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-305.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-02-305_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-305_th.jpg
01-02-306,01-02-306,,,Fire on Main Street,"Fire fighters fight a fire on Main Street between Maxine's and Shorty's Beverages, Cigars, & Pool.",,"Moscow, Idaho",1953-01-31,1953-01-31,,Image;StillImage,PHOTOGRAPH,image/jpeg,Main Street; Maxine's; Shorty's; Title Building; Fire; Idaho,Main Street,Maxine's,Shorty's,Title Building,Fire,Idaho,01-02-306.jpg,01-02-306,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-306.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-02-306_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-306_th.jpg
01-02-307,01-02-307,,,Muddy and Hay Covered Main Street,Horses parked and eating on the side of Main Street near wagon filled with hay.,,"Moscow, Idaho",1880,1880,1910,Image;StillImage,PHOTOGRAPH,image/jpeg,Main Street; Hay; Horse Drawn Carriage; Dirt Roads; Downtown; Idaho,Main Street,Hay,Horse Drawn Carriage,Dirt Roads,Downtown,Idaho,01-02-307.jpg,01-02-307,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-307.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-02-307_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-307_th.jpg
01-02-309,01-02-309,,,Horse Drawn Wagon,A horse drawn wagon parked on a muddy Main Street in front of the Moscow Hotel.,,"Moscow, Idaho",1880,1880,1910,Image;StillImage,PHOTOGRAPH,image/jpeg,Main Street; Moscow Hotel; Horse Drawn Carriage; Dirt Roads; Downtown; Idaho,Main Street,Moscow Hotel,Horse Drawn Carriage,Dirt Roads,Downtown,Idaho,01-02-309.jpg,01-02-309,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-309.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-02-309_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-309_th.jpg
01-02-310,01-02-310,,,Post Card of Main Street,"A postcard of Main Street showing Safeway, Washington Water & Power, Fonk's, and David's.",,"Moscow, Idaho",1920,1920,1930,Image;StillImage,PHOTOGRAPH,image/jpeg,Main Street; Fonk's; Safeway; Washington Water & Power; Davids'; Idaho,Main Street,Fonk's,Safeway,Washington Water & Power,David's,Idaho,01-02-310.jpg,01-02-310,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-310.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-02-310_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-310_th.jpg
01-02-312,01-02-312,,,Looking South on Main Street,A south looking image of Main Street taken by Photographer Fred Taylor who was pastor of Moscow's First Baptist Church in 1900.,,"Moscow, Idaho",1900,1900,,Image;StillImage,PHOTOGRAPH,image/jpeg,Main Street; Flour and Feed; Dirt Roads; Fred Taylor; Moscow's First Baptist Church; Idaho,Main Street,Flour and Feed,Dirt Roads,Fred Taylor,Moscow's First Baptist Church,Idaho,01-02-312.jpg,01-02-312,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-312.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-02-312_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-312_th.jpg
01-02-313,01-02-313,,,Looking North on Main Street,A north looking image of a very muddy Main Street with the Farm & Mill Machinery building on the right.,,"Moscow, Idaho",1900,1900,,Image;StillImage,PHOTOGRAPH,image/jpeg,Main Street; Farm and Mill Machinery; North; Dirt Roads; Downtown; Idaho,Main Street,Farm and Mill Machinery,North,Dirt Roads,Downtown,Idaho,01-02-313.jpg,01-02-313,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-313.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-02-313_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-313_th.jpg
01-02-314,01-02-314,,,Fire Drill on Main Street,Four firemen are climbing up a ladder while other firemen drag a hose across Main Street during a fire drill.,,"Moscow, Idaho",1910,1910,1920,Image;StillImage,PHOTOGRAPH,image/jpeg,Main Street; Fire Department; Fire Drill; Fire Hose; Flags; Idaho,Main Street,Fire Department,Fire Drill,Fire Hose,Flags,Idaho,01-02-314.jpg,01-02-314,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-314.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-02-314_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-314_th.jpg
01-02-315,01-02-315,,,Chevrolet Garage,A Chevrolet Garage on a Main Street corner.,,"Moscow, Idaho",1925,1925,1935,Image;StillImage,PHOTOGRAPH,image/jpeg,Main Street; Chevrolet Garage; Bicycles; Downtown; Mechanic; Idaho,Main Street,Chevrolet Garage,Bicycle,Downtown,Mechanic,Idaho,01-02-315.jpg,01-02-315,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-315.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-02-315_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-315_th.jpg
01-02-316,01-02-316,,,Looking East on 3rd Street,Cars driving east on 3rd Street toward Main Street by Wells Fargo Bank.,,"Moscow, Idaho",1990,1990,,Image;StillImage,PHOTOGRAPH,image/jpeg,Main Street; 3rd Street; Wells Fargo; 95; Downtown; Idaho,Main Street,3rd Street,Wells Fargo,95,Downtown,Idaho,01-02-316.jpg,01-02-316,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-316.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-02-316_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-316_th.jpg
01-02-317,01-02-317,,,Main Street Deli,Store awnings on the right of Main Street showing the Main Street Deli across from Friendship Square.,,"Moscow, Idaho",1990,1990,,Image;StillImage,PHOTOGRAPH,image/jpeg,Main Street; Main Street Deli; Friendship Square; Toy Store; Downtown; Idaho,Main Street,Main Street Deli,Friendship Square,Toy Store,Downtown,Idaho,01-02-317.jpg,01-02-317,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-317.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-02-317_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-317_th.jpg
01-02-318,01-02-318,,,Farmer's Market,A fruit and vegetable vendor is unpacking their truck and setting up on Main Street for the Farmer's Market.,,"Moscow, Idaho",1990,1990,,Image;StillImage,PHOTOGRAPH,image/jpeg,Main Street; Farmer's Market; Vegetable; Fruit; Vendor; Idaho,Main Street,Farmer's Market,Vegetable,Fruit,Vendor,Idaho,01-02-318.jpg,01-02-318,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-318.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-02-318_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-318_th.jpg
01-02-319,01-02-319,,,Fresh Seafood Truck,A fresh seafood truck vendor set up with five coolers during the Farmer's Market.,,"Moscow, Idaho",1990,1990,,Image;StillImage,PHOTOGRAPH,image/jpeg,Main Street; Farmer's Market; Seafood; Coolers; Downtown; Idaho,Main Street,Farmer's Market,Seafood,Coolers,Downtown,Idaho,01-02-319.jpg,01-02-319,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-319.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-02-319_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-319_th.jpg
01-02-320,01-02-320,,,Cherry Vendor at the Farmer's Market,A farmer/vendor is selling cherries to a women during the Farmer's Market.,,"Moscow, Idaho",1990,1990,,Image;StillImage,PHOTOGRAPH,image/jpeg,Main Street; Farmer's Market; Cherries; Flowers; Downtown; Idaho,Main Street,Farmer's Market,Cherries,Flowers,Downtown,Idaho,01-02-320.jpg,01-02-320,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-320.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-02-320_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-320_th.jpg
01-02-321,01-02-321,,,Friendship Square Parking Lot,The crowded Friendship Square Parking Lot situated on Jackson Street between 3rd and 6th Streets.,,"Moscow, Idaho",1990,1990,,Image;StillImage,PHOTOGRAPH,image/jpeg,Main Street; Friendship Square; 3rd Street; 6th Street; Parking Lot; Idaho,Main Street,Friendship Square,3rd Street,6th Street,Parking Lot,Idaho,01-02-321.jpg,01-02-321,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-321.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-02-321_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-321_th.jpg
01-02-322,01-02-322,,,Playground in Friendship Square,Kids playing on the playground in Friendship Square off of Main Street.,,"Moscow, Idaho",1990,1990,,Image;StillImage,PHOTOGRAPH,image/jpeg,Main Street; Friendship Square; Playground; Kids; Downtown; Idaho,Main Street,Friendship Square,Playground,Kids,Downtown,Idaho,01-02-322.jpg,01-02-322,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-322.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-02-322_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-322_th.jpg
01-02-323,01-02-323,,,Families at Playground in Friendship Square,Families sitting and playing around the kid's playground in Friendship Square off of Main Street.,,"Moscow, Idaho",1990,1990,,Image;StillImage,PHOTOGRAPH,image/jpeg,Main Street; Friendship Square; Playground; Kids; Downtown; Idaho,Main Street,Friendship Square,Playground,Kids,Downtown,Idaho,01-02-323.jpg,01-02-323,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-323.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-02-323_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-323_th.jpg
01-02-324,01-02-324,,,Postcard of Business District,A postcard of the Business District written to Ruth Ramstedt discussing paper dolls and the ripeness of the cherry trees.,,"Moscow, Idaho",1916-07-01,1916-07-01,,Image;StillImage,PHOTOGRAPH,image/jpeg,Main Street; Postcard; Business District; Ruth Ramstedt; Stamp; Idaho,Main Street,Postcard,Business District,Ruth Ramstedt,Stamp,Idaho,01-02-324.jpg,01-02-324,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-324.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-02-324_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-324_th.jpg
01-02-325,01-02-325,,,Circus Parade,"A scan of a black and white 8"" x 10"" photo of a circus parade in downtown Moscow, Idaho, showing signs in windows, a lion in front cage, and man and a woman with a parasol in the last wagon coming around the corner. Taken in front of the McConnell building at 1st Street and Main Street, showing Motter-Wheeler which was in the first floor of the building from 1893-1911 when Williamson's took it over.",,"Moscow, Idaho",1905,1905,,Image;StillImage,PHOTOGRAPH,image/jpeg,Main Street; Circus; Parade; Motter Wheeler; Bakery; Idaho,Main Street,Circus,Parade,Motter Wheeler,Bakery,Idaho,01-02-325.jpg,01-02-325,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-325.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-02-325_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-325_th.jpg
01-02-326,01-02-326,,,Man and Car on Main Street,A faded image of a man walking down Main Street by a clock and car.,,"Moscow, Idaho",1950,1950,1959,Image;StillImage,PHOTOGRAPH,image/jpeg,Main Street; Clock; Cars; Crosswalk; Downtown; Idaho,Main Street,Clock,Car,Crosswalk,Downtown,Idaho,01-02-326.jpg,01-02-326,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-326.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-02-326_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-326_th.jpg
01-02-327,01-02-327,,,Roof View of Main Street,A roof view of Main Street showing the Nobby Inn across the street.,,"Moscow, Idaho",1950,1950,1955,Image;StillImage,PHOTOGRAPH,image/jpeg,Main Street; Nobby Inn; Grain Elevator; Downtown; Storefronts; Idaho,Main Street,Nobby Inn,Grain Elevator,Downtown,Store Fronts,Idaho,01-02-327.jpg,01-02-327,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-327.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-02-327_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-327_th.jpg
01-02-328,01-02-328,,,Moscow Hotel And Cloak Store on Main Street,"A north view of Main Street showing the dirt roads, Moscow Hotel, and the Cloak Store.",,"Moscow, Idaho",1915,1915,1925,Image;StillImage,PHOTOGRAPH,image/jpeg,Main Street; Cloak Store; Moscow Hotel; Dirt Roads; Downtown; Idaho,Main Street,Cloak Store,Moscow Hotel,Dirt Roads,Downtown,Idaho,01-02-328.jpg,01-02-328,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-02-328.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-02-328_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-02-328_th.jpg
