identifier,title,description,creator,location,date,dateCreated:start,dateCreated:end,type,content_type,format,subject,subject#0,subject#1,subject#2,subject#3,subject#4,subject#5,filename,customtext:LCHSObjectID,rights,location:placename/en2,locationCreated:placename,object_thumb,object_location,reference_url
"01-03-024","Grand Army of the Republic (G.A.R.) Hall","An exterior photograph of the Grand Army of the Republic Hall in Moscow, Idaho. This wooden building with two chimneys and second level terrace is flanked by muddy roads. This building was on the southeast corner of Third Street and Jefferson Street.","","Moscow, Idaho","1888","1888","1905","Image;StillImage","PHOTOGRAPH","image/jpeg","Grand Army of the Republic; G.A.R.; Moscow; Idaho; Streets","Grand Army of the Republic","G.A.R.","Moscow","Idaho","Streets","","01-03-024.jpg","01-03-024","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-024_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-024.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-024.html"
"01-03-025","Albright Machine Shop Moscow, Idaho","An interior photograph of the Albright Machine Shop in Moscow, Idaho. The shop was located on South Main Street. In the photograph are Rawleigh Albright and his uncle. Before becoming a machine shop, it was previously a bicycle shop. There apprears to be two Model T Fords under repair in the shop.","","Moscow, Idaho","1915","1915","","Image;StillImage","PHOTOGRAPH","image/jpeg","Machine Shop; Interior; Ford Model T; Moscow; Idaho","Machine Shop","Interior","Model T Ford","Moscow","Idaho","","01-03-025.jpg","01-03-025","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-025_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-025.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-025.html"
"01-03-026","The Kenworthy Theatre Marquee in Moscow, Idaho","The front of the Kenworthy Theatre in Moscow, Idaho located on Main Street. This theatre has a poster in front for Peacock Alley.","","Moscow, Idaho","1922","1922","1930","Image;StillImage","PHOTOGRAPH","image/jpeg","Kenworthy Theater; Theater; Peacock Alley; Marquee; Moscow; Idaho","Kenworhty Theatre","Theatre","Peacock Alley","Marquee","Moscow","Idaho","01-03-026.jpg","01-03-026","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-026_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-026.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-026.html"
"01-03-027","The Moscow Hotel Barber Shop","The Moscow Hotel Barber Shop. The barbers standing behind their chairs are (from left to right): E. H. Estes, E. Elliot, C. Hart. Hohn Berbuis stands on the far left with the black apron, he was the shoe shine.","","Moscow, Idaho","1899","1899","1900","Image;StillImage","PHOTOGRAPH","image/jpeg","Barber Shop; Moscow Hotel; Moscow; Idaho","Barber Shop","Hotel Moscow","Moscow","Idaho","","","01-03-027.jpg","01-03-027","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-027_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-027.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-027.html"
"01-03-028","Moscow Grocery Co. Ltd.","An image of the Moscow Grocery Company Limited. The sign above the store reads &quot;Moscow Grocery Company Limited Fruits &amp; Bakery, Candies, Cigars &amp; Tobacco.&quot; The Wood framed building with large front facing windows is full of produce. Watermelons are visible pouring out onto the wooden boardwalk. There is a fire hydrant in front of the building as well. the people in the image are from left to right: Clint Lieuallen, Frank Simmons, Grant Lieuallen, Dr. Blake, Harry Gallup and Frank Strannus. John Lieuallen and Clint Lieuallen were the proprietors of the store at this time.","","Moscow, Idaho","1894","1894","","Image;StillImage","PHOTOGRAPH","image/jpeg","Grocery Store; Moscow Grocery Company; Watermelon; Fire Hydrant; Boardwalk; Idaho","Grocery Store","Moscow Grocery Company","Watermelon","Fire Hydrant","Boardwalk","Idaho","01-03-028.jpg","01-03-028","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Chicago, Illinois","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-028_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-028.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-028.html"
"01-03-029","G. Seltz Undertaker and Embalmer","An exterior view of G. Seltz Undertaker and Embalmer business located on the southeast corner of Third Street and Jackson Street in Moscow, Idaho. The history of this structure is known before and after G. Seltz&#39;s business. Before G. Seltz operated here Jimmy Johnson used the building as a room and boarding house. After G. Seltz&#39;s business Frank Bruce Robinson moved the Psychiana headquarters to this structure.","","Moscow, Idaho","1913","1913","1919","Image;StillImage","PHOTOGRAPH","image/jpeg","Undertaker; Embalmer; Psychiana; Boarding House; Moscow; Idaho","Undertaker","Embalmer","Psychiana","Boarding House","Moscow","Idaho","01-03-029.jpg","01-03-029","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-029_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-029.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-029.html"
"01-03-030","Johnnie&#39;s Cafe","Johnnie&#39;s Cafe, located at 226 West Sixth Street in Moscow, Idaho offered Steaks, Sandwiches and a soda Fountain. This image taken in the 1950s shows vehicles in a parking lot and people walkintg on the sidewalk. Street trees and overhead power lines can also be seen.","","Moscow, Idaho","1950","1950","","Image;StillImage","PHOTOGRAPH","image/jpeg","Johnnie&#39;s; Cafe; Fountain; Cars; Moscow; Idaho","Johnnie&#39;s","Cafe","Fountain","Cars","Moscow","Idaho","01-03-030.jpg","01-03-030","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-030_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-030.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-030.html"
"01-03-031","Banks of Moscow, Idaho","Two major banks in Moscow, Idaho. This card shows the Moscow State Bank and the First National Bank of Moscow in Moscow, Idaho with supporting text. The text reads:
&quot;Moscow has three especially strong financial institutions which are heavily capitalized and enjoy the support of local intrests and those of the rich farming districts surrounding the city. The First National Bank was established in 1885, is the oldest bank in the county and is a United States depositary. W. L. Payne is cashier. The Moscow State Bank is a state depositary. Hon. Jerome J. Day is president and J. W. Bradbury cashier. The First Trust Company does a general banking business and is a state depositary. H. Melgard is cahier and A. Melgard is president. There are a dozen other thrifty banking institutions in the county located at Kendrick, Troy, Genesee, Potlatch, Deary and Juliaetta.&quot;","","Moscow, Idaho","1900","1900","1910","Image;StillImage","PHOTOGRAPH","image/jpeg","Banks; National Banks; State Banks; Moscow; Idaho","Banks","National Banks","State Banks","Moscow","Idaho","","01-03-031.jpg","01-03-031","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-031_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-031.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-031.html"
"01-03-032","Johnnie&#39;s Market","Johnnie&#39;s Market on Third and Jackson Streets in Moscow, Idaho. A wood frame building with signage showing Pepsi-Cola, Coca-cola and 7up. Image includes a view of an alley in which parked cars are visible. Grain warehouses and silos are visible in the background.","","Moscow, Idaho","1950","1950","1951","Image;StillImage","PHOTOGRAPH","image/jpeg","Johnnie&#39;s Market; Coca-Cola; Pepsi-Cola; Streetscape; Moscow; Idaho","Johnnie&#39;s Market","Coca-Cola","Pepsi-Cola","Streetscape","Moscow","Idaho","01-03-032.jpg","01-03-032","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-032_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-032.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-032.html"
"01-03-033","Corner of First and Main Streetsin Moscow, Idaho","This is an exterior view of a building which had been remodeled about 1916. The note on the back of this image reads &quot;The front [of the building] has been changed into one room for displaying automobiles. The side wasll has been cut and a large door was put in. Sullivan and Reilley rent the entire building for Ford and Dodge car sales. The building rents for $100 per month.&quot;","","Moscow, Idaho","1916","1916","","Image;StillImage","PHOTOGRAPH","image/jpeg","Ford; Dodge; Car dealerships; Moscow; Idaho","Ford","Dodge","Car Sales","Moscow","Idaho","","01-03-033.jpg","01-03-033","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-033_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-033.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-033.html"
"01-03-034","Moscow Buildings","A card with an image of Moscow&#39;s Business College and One of Moscow&#39;s Up-To-Date Dry Goods Emporiums (Creighton&#39;s). The card explains Moscow, Idaho&#39;s educational advantage. The card reads:
&quot;Educational advantages in Moscow are unsurpassed. Besides the excellent public school system and the University of Idaho, the city has a live business college (T. N. Creekmur, Prop.), teaching all branches of commercial work, and the Sisters &quot;Ursuline&quot; school, established in 1908 with an enrollment of 100 students. A beautiful site has been bought for this school near the city park and a $40,000 building is planned to accommodate it.","","Moscow, Idaho","1908","1908","1920","Image;StillImage","PHOTOGRAPH","image/jpeg","Education; College; University of Idaho; Dry goods; Emporium; Moscow","Education","College","University of Idaho","Dry Goods","Emporium","Moscow","01-03-034.jpg","01-03-034","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-034_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-034.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-034.html"
"01-03-035","Durhan &amp; Kaufman Co. Limited in Moscow, Idaho","A man on a bicycle riding on a boardwalk in front of Dernham &amp; Kaufmann Co. Limited (the forerunner to David &amp; Ely&#39;s) on the corner of Third and Main Streets in Moscow, Idaho.","","Moscow, Idaho","1909","1909","","Image;StillImage","PHOTOGRAPH","image/jpeg","Bicycles; Dernham &amp; Kaufmann; Department Store; Boardwalk; Moscow; Idaho","Bicycle","Dernham &amp; Kaufmann","Department Store","Boardwalk","Moscow","Idaho","01-03-035.jpg","01-03-035","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-035_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-035.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-035.html"
"01-03-036","Unloading Frieght at Boston&#39;s Store","A photograph of horses and wagons delivering freight (presumably deliverd by rail and brought to the store on horse and wagon teams) to The Great Boston store in Moscow, Idaho on August 5, 1905.","Ott, Clifford","Moscow, Idaho","1905-08-05","1905-08-05","","Image;StillImage","PHOTOGRAPH","image/jpeg","The Great Boston Store; Moscow; Idaho; Horses; Wagons; Freight","The Great Boston Store","Moscow","Idaho","Horses","Wagons","Freight","01-03-036.jpg","01-03-036","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-036_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-036.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-036.html"
"01-03-037","Unloading Frieght at Boston&#39;s Store","Unloading freight at Greater Boston Department Store, Nathaniel Williamson, proprietor. Horses and wagons can be seen on the dirt street with the wagons laoded down with goods. The signa above reads: &quot;The Greater Boston Department Store Idaho&#39;s Price Maker. Recers sale of the Giger Department Store stock of Heppner, Oregon. $50,000.00 worth of first class merchandise bought to be sacrificed regardles of former cost or rule. The chance of a life time don&#39;t mis it. Sale starts Thursday November 8th at 9 A. M.&quot;

In the buidling to the left is Moscow&#39;s Business College above with a grocery story underneath. To the right is an adverstisement for Groceries.","Ott, Clifford","Moscow, Idaho","1906-11","1906-11","","Image;StillImage","PHOTOGRAPH","image/jpeg","The Great Boston Store; Giger Department Store; Heppner, Oregon; Moscow; Idaho","The Great Boston Store","Giger Department Store","Heppner, Oregon","Moscow","Idaho","","01-03-037.jpg","01-03-037","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-037_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-037.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-037.html"
